sample_id,vehicle_id,original_num_points,image_path,label_delta_displacement_path,label_absolute_path,start_path,encoding_method,coordinate_type,delta_x_min,delta_x_max,delta_y_min,delta_y_max,absolute_x_min,absolute_x_max,absolute_y_min,absolute_y_max,valid_or_skipped,skip_reason
sample_000015,car43,224,images/sample_000015.png,labels_delta_displacement/sample_000015.npy,labels_absolute/sample_000015.npy,starts/sample_000015.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000016,car45,224,images/sample_000016.png,labels_delta_displacement/sample_000016.npy,labels_absolute/sample_000016.npy,starts/sample_000016.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000017,car47,224,images/sample_000017.png,labels_delta_displacement/sample_000017.npy,labels_absolute/sample_000017.npy,starts/sample_000017.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000018,car51,224,images/sample_000018.png,labels_delta_displacement/sample_000018.npy,labels_absolute/sample_000018.npy,starts/sample_000018.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000019,car61,224,images/sample_000019.png,labels_delta_displacement/sample_000019.npy,labels_absolute/sample_000019.npy,starts/sample_000019.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000020,car74,224,images/sample_000020.png,labels_delta_displacement/sample_000020.npy,labels_absolute/sample_000020.npy,starts/sample_000020.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000021,car80,224,images/sample_000021.png,labels_delta_displacement/sample_000021.npy,labels_absolute/sample_000021.npy,starts/sample_000021.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000022,car82,224,images/sample_000022.png,labels_delta_displacement/sample_000022.npy,labels_absolute/sample_000022.npy,starts/sample_000022.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000023,car84,224,images/sample_000023.png,labels_delta_displacement/sample_000023.npy,labels_absolute/sample_000023.npy,starts/sample_000023.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000024,car85,224,images/sample_000024.png,labels_delta_displacement/sample_000024.npy,labels_absolute/sample_000024.npy,starts/sample_000024.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000025,car99,224,images/sample_000025.png,labels_delta_displacement/sample_000025.npy,labels_absolute/sample_000025.npy,starts/sample_000025.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000026,car102,224,images/sample_000026.png,labels_delta_displacement/sample_000026.npy,labels_absolute/sample_000026.npy,starts/sample_000026.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000027,car103,224,images/sample_000027.png,labels_delta_displacement/sample_000027.npy,labels_absolute/sample_000027.npy,starts/sample_000027.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000028,car104,224,images/sample_000028.png,labels_delta_displacement/sample_000028.npy,labels_absolute/sample_000028.npy,starts/sample_000028.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000029,car106,224,images/sample_000029.png,labels_delta_displacement/sample_000029.npy,labels_absolute/sample_000029.npy,starts/sample_000029.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000030,car107,224,images/sample_000030.png,labels_delta_displacement/sample_000030.npy,labels_absolute/sample_000030.npy,starts/sample_000030.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000031,car111,224,images/sample_000031.png,labels_delta_displacement/sample_000031.npy,labels_absolute/sample_000031.npy,starts/sample_000031.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000032,car121,224,images/sample_000032.png,labels_delta_displacement/sample_000032.npy,labels_absolute/sample_000032.npy,starts/sample_000032.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000033,car122,224,images/sample_000033.png,labels_delta_displacement/sample_000033.npy,labels_absolute/sample_000033.npy,starts/sample_000033.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000034,car129,224,images/sample_000034.png,labels_delta_displacement/sample_000034.npy,labels_absolute/sample_000034.npy,starts/sample_000034.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000035,car130,224,images/sample_000035.png,labels_delta_displacement/sample_000035.npy,labels_absolute/sample_000035.npy,starts/sample_000035.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000036,car134,224,images/sample_000036.png,labels_delta_displacement/sample_000036.npy,labels_absolute/sample_000036.npy,starts/sample_000036.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000037,car143,224,images/sample_000037.png,labels_delta_displacement/sample_000037.npy,labels_absolute/sample_000037.npy,starts/sample_000037.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000038,car145,224,images/sample_000038.png,labels_delta_displacement/sample_000038.npy,labels_absolute/sample_000038.npy,starts/sample_000038.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000039,car146,224,images/sample_000039.png,labels_delta_displacement/sample_000039.npy,labels_absolute/sample_000039.npy,starts/sample_000039.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000040,car148,224,images/sample_000040.png,labels_delta_displacement/sample_000040.npy,labels_absolute/sample_000040.npy,starts/sample_000040.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000041,car149,224,images/sample_000041.png,labels_delta_displacement/sample_000041.npy,labels_absolute/sample_000041.npy,starts/sample_000041.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000042,car154,224,images/sample_000042.png,labels_delta_displacement/sample_000042.npy,labels_absolute/sample_000042.npy,starts/sample_000042.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000043,car158,224,images/sample_000043.png,labels_delta_displacement/sample_000043.npy,labels_absolute/sample_000043.npy,starts/sample_000043.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000044,car159,224,images/sample_000044.png,labels_delta_displacement/sample_000044.npy,labels_absolute/sample_000044.npy,starts/sample_000044.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000045,car163,224,images/sample_000045.png,labels_delta_displacement/sample_000045.npy,labels_absolute/sample_000045.npy,starts/sample_000045.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000046,car164,224,images/sample_000046.png,labels_delta_displacement/sample_000046.npy,labels_absolute/sample_000046.npy,starts/sample_000046.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000047,car166,224,images/sample_000047.png,labels_delta_displacement/sample_000047.npy,labels_absolute/sample_000047.npy,starts/sample_000047.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000048,car173,224,images/sample_000048.png,labels_delta_displacement/sample_000048.npy,labels_absolute/sample_000048.npy,starts/sample_000048.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000049,car176,224,images/sample_000049.png,labels_delta_displacement/sample_000049.npy,labels_absolute/sample_000049.npy,starts/sample_000049.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000050,car178,224,images/sample_000050.png,labels_delta_displacement/sample_000050.npy,labels_absolute/sample_000050.npy,starts/sample_000050.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000051,car179,224,images/sample_000051.png,labels_delta_displacement/sample_000051.npy,labels_absolute/sample_000051.npy,starts/sample_000051.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000052,car187,224,images/sample_000052.png,labels_delta_displacement/sample_000052.npy,labels_absolute/sample_000052.npy,starts/sample_000052.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000053,car188,224,images/sample_000053.png,labels_delta_displacement/sample_000053.npy,labels_absolute/sample_000053.npy,starts/sample_000053.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000054,car190,224,images/sample_000054.png,labels_delta_displacement/sample_000054.npy,labels_absolute/sample_000054.npy,starts/sample_000054.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000055,car197,224,images/sample_000055.png,labels_delta_displacement/sample_000055.npy,labels_absolute/sample_000055.npy,starts/sample_000055.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000056,car200,224,images/sample_000056.png,labels_delta_displacement/sample_000056.npy,labels_absolute/sample_000056.npy,starts/sample_000056.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000057,car204,224,images/sample_000057.png,labels_delta_displacement/sample_000057.npy,labels_absolute/sample_000057.npy,starts/sample_000057.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000058,car205,224,images/sample_000058.png,labels_delta_displacement/sample_000058.npy,labels_absolute/sample_000058.npy,starts/sample_000058.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000059,car209,224,images/sample_000059.png,labels_delta_displacement/sample_000059.npy,labels_absolute/sample_000059.npy,starts/sample_000059.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000060,car211,224,images/sample_000060.png,labels_delta_displacement/sample_000060.npy,labels_absolute/sample_000060.npy,starts/sample_000060.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000061,car216,224,images/sample_000061.png,labels_delta_displacement/sample_000061.npy,labels_absolute/sample_000061.npy,starts/sample_000061.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000062,car217,224,images/sample_000062.png,labels_delta_displacement/sample_000062.npy,labels_absolute/sample_000062.npy,starts/sample_000062.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000063,car218,224,images/sample_000063.png,labels_delta_displacement/sample_000063.npy,labels_absolute/sample_000063.npy,starts/sample_000063.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000064,car220,224,images/sample_000064.png,labels_delta_displacement/sample_000064.npy,labels_absolute/sample_000064.npy,starts/sample_000064.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000065,car222,224,images/sample_000065.png,labels_delta_displacement/sample_000065.npy,labels_absolute/sample_000065.npy,starts/sample_000065.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000066,car223,224,images/sample_000066.png,labels_delta_displacement/sample_000066.npy,labels_absolute/sample_000066.npy,starts/sample_000066.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000067,car224,224,images/sample_000067.png,labels_delta_displacement/sample_000067.npy,labels_absolute/sample_000067.npy,starts/sample_000067.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000068,car225,224,images/sample_000068.png,labels_delta_displacement/sample_000068.npy,labels_absolute/sample_000068.npy,starts/sample_000068.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000069,car229,224,images/sample_000069.png,labels_delta_displacement/sample_000069.npy,labels_absolute/sample_000069.npy,starts/sample_000069.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000070,car235,224,images/sample_000070.png,labels_delta_displacement/sample_000070.npy,labels_absolute/sample_000070.npy,starts/sample_000070.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000071,car236,224,images/sample_000071.png,labels_delta_displacement/sample_000071.npy,labels_absolute/sample_000071.npy,starts/sample_000071.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000072,car237,224,images/sample_000072.png,labels_delta_displacement/sample_000072.npy,labels_absolute/sample_000072.npy,starts/sample_000072.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000073,car240,224,images/sample_000073.png,labels_delta_displacement/sample_000073.npy,labels_absolute/sample_000073.npy,starts/sample_000073.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000074,car245,224,images/sample_000074.png,labels_delta_displacement/sample_000074.npy,labels_absolute/sample_000074.npy,starts/sample_000074.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000075,car246,224,images/sample_000075.png,labels_delta_displacement/sample_000075.npy,labels_absolute/sample_000075.npy,starts/sample_000075.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000076,car247,224,images/sample_000076.png,labels_delta_displacement/sample_000076.npy,labels_absolute/sample_000076.npy,starts/sample_000076.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000077,car250,224,images/sample_000077.png,labels_delta_displacement/sample_000077.npy,labels_absolute/sample_000077.npy,starts/sample_000077.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000078,car251,224,images/sample_000078.png,labels_delta_displacement/sample_000078.npy,labels_absolute/sample_000078.npy,starts/sample_000078.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000079,car252,224,images/sample_000079.png,labels_delta_displacement/sample_000079.npy,labels_absolute/sample_000079.npy,starts/sample_000079.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000080,car270,224,images/sample_000080.png,labels_delta_displacement/sample_000080.npy,labels_absolute/sample_000080.npy,starts/sample_000080.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000081,car273,224,images/sample_000081.png,labels_delta_displacement/sample_000081.npy,labels_absolute/sample_000081.npy,starts/sample_000081.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000082,car278,224,images/sample_000082.png,labels_delta_displacement/sample_000082.npy,labels_absolute/sample_000082.npy,starts/sample_000082.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
sample_000083,car289,224,images/sample_000083.png,labels_delta_displacement/sample_000083.npy,labels_absolute/sample_000083.npy,starts/sample_000083.npy,hilbert_gasf_gadf_mtf_no_speed_delta_displacement_xy,delta_displacement_xy,-34.42000000000007,34.38999999999987,-35.88000000000011,33.97,2.32,2953.0,7.41,1783.03,valid,
